order,id,date,time,title,url,visitCount,typedCount,transition
43,44,2025-01-01,07:26:20,Women's Sale | ASOS,https://www.asos.com/us/sale/women/cat/?cid=7032,1,0,link
44,45,2025-01-01,07:29:30,New In | Women's Dresses | ZARA United States,https://www.zara.com/us/en/new-in-dresses,4,0,reload
45,46,2025-01-01,07:26:50,How to Style Wide Leg Pants,https://www.google.com/search?q=how+to+style+wide+leg+pants,5,0,link
46,47,2025-01-01,07:22:57,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,1,0,link
47,48,2025-01-01,07:15:40,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,2,0,typed
48,49,2025-01-01,07:20:59,Gucci Bags for Women | Designer Crossbody Bags,https://www.gucci.com/us/en/category/bags,1,0,typed
49,50,2025-01-01,07:15:59,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,5,0,generated
50,51,2025-01-01,07:12:41,Women's Sale | ASOS,https://www.asos.com/us/sale/women/cat/?cid=7032,1,0,link
51,52,2025-01-01,07:11:46,Fall 2025 Ready-to-Wear Fashion Week Trends - Vogue,https://www.vogue.com/fashion-shows/fall-2025/trends,2,0,link
52,53,2025-01-01,07:10:39,The Best Watches for Men Right Now | GQ,https://www.gq.com/story/best-watches-for-men,3,0,link
53,54,2025-01-01,07:07:10,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,1,0,link
54,55,2025-01-01,07:06:21,The Best Watches for Men Right Now | GQ,https://www.gq.com/story/best-watches-for-men,1,0,typed
55,56,2025-01-01,06:59:42,Prada Designer Clothing & Accessories - Farfetch,https://www.farfetch.com/shopping/women/designers/prada,2,0,link
56,57,2025-01-01,07:00:42,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,1,0,link
57,58,2025-01-01,07:04:04,How to Style Wide Leg Pants,https://www.google.com/search?q=how+to+style+wide+leg+pants,3,0,typed
58,59,2025-01-01,06:57:10,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,4,0,generated
59,60,2025-01-01,06:52:14,Prada Designer Clothing & Accessories - Farfetch,https://www.farfetch.com/shopping/women/designers/prada,2,0,typed
60,61,2025-01-01,06:55:48,How to Style Wide Leg Pants,https://www.google.com/search?q=how+to+style+wide+leg+pants,4,0,link
61,62,2025-01-01,06:55:12,The Weather Channel - Weather.com,https://www.weather.com/,3,0,link
62,63,2025-01-01,06:48:45,CNN Breaking News and Video,https://www.cnn.com/,3,0,typed
63,64,2025-01-01,06:49:42,CNN Breaking News and Video,https://www.cnn.com/,1,0,link
64,65,2025-01-01,06:47:20,The Best Watches for Men Right Now | GQ,https://www.gq.com/story/best-watches-for-men,2,0,link
65,66,2025-01-01,06:39:55,Fall 2025 Ready-to-Wear Fashion Week Trends - Vogue,https://www.vogue.com/fashion-shows/fall-2025/trends,1,0,link
66,67,2025-01-01,06:45:57,How to Style Wide Leg Pants,https://www.google.com/search?q=how+to+style+wide+leg+pants,1,0,link
67,68,2025-01-01,06:35:55,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,3,0,form_submit
68,69,2025-01-01,06:34:13,X (Twitter): Home,https://twitter.com/home,5,0,typed
69,70,2025-01-01,06:34:34,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,2,0,link
70,71,2025-01-01,06:30:27,Fall 2025 Ready-to-Wear Fashion Week Trends - Vogue,https://www.vogue.com/fashion-shows/fall-2025/trends,5,0,link
71,72,2025-01-01,06:32:15,Gucci Bags for Women | Designer Crossbody Bags,https://www.gucci.com/us/en/category/bags,2,0,typed
72,73,2025-01-01,06:29:06,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,5,0,link
73,74,2025-01-01,06:27:04,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,3,0,link
74,75,2025-01-01,06:24:13,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,3,0,generated
75,76,2025-01-01,06:20:35,Gucci Bags for Women | Designer Crossbody Bags,https://www.gucci.com/us/en/category/bags,3,0,generated
76,77,2025-01-01,06:20:59,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,2,0,link
77,78,2025-01-01,06:21:48,How to Style Wide Leg Pants,https://www.google.com/search?q=how+to+style+wide+leg+pants,3,0,link
78,79,2025-01-01,06:19:17,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,1,0,generated
79,80,2025-01-01,06:17:01,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,3,0,link
80,81,2025-01-01,06:09:27,New In | Women's Dresses | ZARA United States,https://www.zara.com/us/en/new-in-dresses,4,0,typed
81,82,2025-01-01,06:13:48,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,4,0,link
82,83,2025-01-01,06:09:10,The Best Watches for Men Right Now | GQ,https://www.gq.com/story/best-watches-for-men,4,0,link
83,84,2025-01-01,06:03:57,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,4,0,link
84,85,2025-01-01,06:03:54,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,2,0,link
85,86,2025-01-01,06:06:43,Women's Sale | ASOS,https://www.asos.com/us/sale/women/cat/?cid=7032,1,0,link
86,87,2025-01-01,06:04:24,CNN Breaking News and Video,https://www.cnn.com/,4,0,link
87,88,2025-01-01,05:58:23,New In | Women's Dresses | ZARA United States,https://www.zara.com/us/en/new-in-dresses,3,0,typed
88,89,2025-01-01,06:01:33,The Best Watches for Men Right Now | GQ,https://www.gq.com/story/best-watches-for-men,4,0,typed
89,90,2025-01-01,05:52:45,Gucci Bags for Women | Designer Crossbody Bags,https://www.gucci.com/us/en/category/bags,1,0,link
90,91,2025-01-01,05:52:22,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,5,0,link
91,92,2025-01-01,05:52:06,The Best Watches for Men Right Now | GQ,https://www.gq.com/story/best-watches-for-men,5,0,generated
92,93,2025-01-01,05:45:21,Prada Designer Clothing & Accessories - Farfetch,https://www.farfetch.com/shopping/women/designers/prada,4,0,link
93,94,2025-01-01,05:52:30,X (Twitter): Home,https://twitter.com/home,3,0,link
94,95,2025-01-01,05:46:25,Gucci Bags for Women | Designer Crossbody Bags,https://www.gucci.com/us/en/category/bags,3,0,link
95,96,2025-01-01,05:41:59,Amazon.com: Online Shopping,https://www.amazon.com/,5,0,link
96,97,2025-01-01,05:43:31,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,2,0,typed
97,98,2025-01-01,05:43:29,Women's Sale | ASOS,https://www.asos.com/us/sale/women/cat/?cid=7032,3,0,typed
98,99,2025-01-01,05:36:40,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,5,0,link
99,100,2025-01-01,05:32:43,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,1,0,link
100,101,2025-01-01,05:37:13,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,4,0,link
101,102,2025-01-01,05:30:02,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,1,0,generated
102,103,2025-01-01,05:30:07,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,1,0,link
103,104,2025-01-01,05:29:51,Gucci Bags for Women | Designer Crossbody Bags,https://www.gucci.com/us/en/category/bags,5,0,link
104,105,2025-01-01,05:25:06,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,4,0,generated
105,106,2025-01-01,05:28:24,CNN Breaking News and Video,https://www.cnn.com/,1,0,link
106,107,2025-01-01,05:18:37,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,4,0,link
107,108,2025-01-01,05:16:20,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,3,0,generated
108,109,2025-01-01,05:20:01,X (Twitter): Home,https://twitter.com/home,2,0,link
109,110,2025-01-01,05:14:15,Women's Sale | ASOS,https://www.asos.com/us/sale/women/cat/?cid=7032,5,0,link
110,111,2025-01-01,05:11:02,How to Style Wide Leg Pants,https://www.google.com/search?q=how+to+style+wide+leg+pants,4,0,generated
111,112,2025-01-01,05:12:08,New In | Women's Dresses | ZARA United States,https://www.zara.com/us/en/new-in-dresses,2,0,link
112,113,2025-01-01,05:11:46,Women's Sale | ASOS,https://www.asos.com/us/sale/women/cat/?cid=7032,4,0,link
113,114,2025-01-01,05:10:31,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,2,0,link
114,115,2025-01-01,05:02:07,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,4,0,link
115,116,2025-01-01,05:00:12,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,4,0,link
116,117,2025-01-01,05:02:29,The Best Watches for Men Right Now | GQ,https://www.gq.com/story/best-watches-for-men,2,0,typed
117,118,2025-01-01,04:58:02,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,1,0,link
118,119,2025-01-01,04:53:09,Women's Sale | ASOS,https://www.asos.com/us/sale/women/cat/?cid=7032,3,0,link
119,120,2025-01-01,04:58:17,X (Twitter): Home,https://twitter.com/home,1,0,link
120,121,2025-01-01,04:54:39,New In | Women's Dresses | ZARA United States,https://www.zara.com/us/en/new-in-dresses,5,0,link
121,122,2025-01-01,04:55:51,How to Style Wide Leg Pants,https://www.google.com/search?q=how+to+style+wide+leg+pants,3,0,link
122,123,2025-01-01,04:53:03,New In | Women's Dresses | ZARA United States,https://www.zara.com/us/en/new-in-dresses,1,0,link
123,124,2025-01-01,04:44:25,New In | Women's Dresses | ZARA United States,https://www.zara.com/us/en/new-in-dresses,4,0,link
124,125,2025-01-01,04:47:02,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,4,0,link
125,126,2025-01-01,04:43:38,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,1,0,generated
126,127,2025-01-01,04:45:26,Women's Sale | ASOS,https://www.asos.com/us/sale/women/cat/?cid=7032,3,0,link
127,128,2025-01-01,04:37:41,X (Twitter): Home,https://twitter.com/home,3,0,link
128,129,2025-01-01,04:41:13,New In | Women's Dresses | ZARA United States,https://www.zara.com/us/en/new-in-dresses,3,0,generated
129,130,2025-01-01,04:37:12,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,4,0,typed
130,131,2025-01-01,04:29:21,The Best Watches for Men Right Now | GQ,https://www.gq.com/story/best-watches-for-men,2,0,link
131,132,2025-01-01,04:35:25,CNN Breaking News and Video,https://www.cnn.com/,2,0,typed
132,133,2025-01-01,04:32:35,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,2,0,link
133,134,2025-01-01,04:24:07,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,2,0,link
134,135,2025-01-01,04:24:24,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,2,0,link
135,136,2025-01-01,04:26:34,X (Twitter): Home,https://twitter.com/home,4,0,link
136,137,2025-01-01,04:26:18,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,1,0,typed
137,138,2025-01-01,04:16:40,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,1,0,generated
138,139,2025-01-01,04:15:25,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,4,0,link
139,140,2025-01-01,04:12:10,Gucci Bags for Women | Designer Crossbody Bags,https://www.gucci.com/us/en/category/bags,5,0,link
140,141,2025-01-01,04:16:38,Gucci Bags for Women | Designer Crossbody Bags,https://www.gucci.com/us/en/category/bags,4,0,typed
141,142,2025-01-01,04:07:41,Women's Sale | ASOS,https://www.asos.com/us/sale/women/cat/?cid=7032,3,0,link
142,143,2025-01-01,04:12:23,The Best Watches for Men Right Now | GQ,https://www.gq.com/story/best-watches-for-men,2,0,link
143,144,2025-01-01,04:07:21,Women's Sale | ASOS,https://www.asos.com/us/sale/women/cat/?cid=7032,2,0,typed
144,145,2025-01-01,04:07:44,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,3,0,link
145,146,2025-01-01,04:08:53,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,5,0,link
146,147,2025-01-01,04:06:06,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,3,0,link
147,148,2025-01-01,03:59:03,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,4,0,generated
148,149,2025-01-01,04:01:14,How to Style Wide Leg Pants,https://www.google.com/search?q=how+to+style+wide+leg+pants,4,0,link
149,150,2025-01-01,03:52:10,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,2,0,link
150,151,2025-01-01,03:58:16,X (Twitter): Home,https://twitter.com/home,2,0,link
151,152,2025-01-01,03:48:53,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,5,0,link
152,153,2025-01-01,03:54:08,The Best Watches for Men Right Now | GQ,https://www.gq.com/story/best-watches-for-men,2,0,typed
153,154,2025-01-01,03:45:07,CNN Breaking News and Video,https://www.cnn.com/,2,0,generated
154,155,2025-01-01,03:45:41,The Weather Channel - Weather.com,https://www.weather.com/,3,0,link
155,156,2025-01-01,03:45:17,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,2,0,link
156,157,2025-01-01,03:38:02,Prada Designer Clothing & Accessories - Farfetch,https://www.farfetch.com/shopping/women/designers/prada,1,0,link
157,158,2025-01-01,03:38:03,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,5,0,link
158,159,2025-01-01,03:39:14,Prada Designer Clothing & Accessories - Farfetch,https://www.farfetch.com/shopping/women/designers/prada,1,0,link
159,160,2025-01-01,03:39:06,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,5,0,link
160,161,2025-01-01,03:35:09,Fall 2025 Ready-to-Wear Fashion Week Trends - Vogue,https://www.vogue.com/fashion-shows/fall-2025/trends,5,0,link
161,162,2025-01-01,03:34:44,Amazon.com: Online Shopping,https://www.amazon.com/,5,0,link
162,163,2025-01-01,03:26:48,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,5,0,link
163,164,2025-01-01,03:27:07,Amazon.com: Online Shopping,https://www.amazon.com/,1,0,typed
164,165,2025-01-01,03:23:56,CNN Breaking News and Video,https://www.cnn.com/,5,0,typed
165,166,2025-01-01,03:28:24,X (Twitter): Home,https://twitter.com/home,1,0,link
166,167,2025-01-01,03:20:10,X (Twitter): Home,https://twitter.com/home,4,0,link
167,168,2025-01-01,03:17:45,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,5,0,link
168,169,2025-01-01,03:15:04,Fall 2025 Ready-to-Wear Fashion Week Trends - Vogue,https://www.vogue.com/fashion-shows/fall-2025/trends,5,0,typed
169,170,2025-01-01,03:18:22,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,4,0,link
170,171,2025-01-01,03:11:05,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,3,0,link
171,172,2025-01-01,03:14:37,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,1,0,link
172,173,2025-01-01,03:12:14,New In | Women's Dresses | ZARA United States,https://www.zara.com/us/en/new-in-dresses,5,0,typed
173,174,2025-01-01,03:11:23,The Weather Channel - Weather.com,https://www.weather.com/,1,0,link
174,175,2025-01-01,03:10:53,Amazon.com: Online Shopping,https://www.amazon.com/,3,0,link
175,176,2025-01-01,03:03:22,Fall 2025 Ready-to-Wear Fashion Week Trends - Vogue,https://www.vogue.com/fashion-shows/fall-2025/trends,5,0,link
176,177,2025-01-01,03:06:57,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,1,0,link
177,178,2025-01-01,02:58:21,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,1,0,link
178,179,2025-01-01,02:56:43,New In | Women's Dresses | ZARA United States,https://www.zara.com/us/en/new-in-dresses,1,0,link
179,180,2025-01-01,02:57:46,New In | Women's Dresses | ZARA United States,https://www.zara.com/us/en/new-in-dresses,2,0,generated
180,181,2025-01-01,02:49:04,CNN Breaking News and Video,https://www.cnn.com/,4,0,typed
181,182,2025-01-01,02:51:45,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,2,0,typed
182,183,2025-01-01,02:53:54,Gucci Bags for Women | Designer Crossbody Bags,https://www.gucci.com/us/en/category/bags,3,0,link
183,184,2025-01-01,02:47:23,The Weather Channel - Weather.com,https://www.weather.com/,3,0,reload
184,185,2025-01-01,02:47:53,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,2,0,reload
185,186,2025-01-01,02:44:49,The Weather Channel - Weather.com,https://www.weather.com/,3,0,link
186,187,2025-01-01,02:37:25,CNN Breaking News and Video,https://www.cnn.com/,3,0,link
187,188,2025-01-01,02:42:27,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,1,0,form_submit
188,189,2025-01-01,02:39:33,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,5,0,link
189,190,2025-01-01,02:34:12,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,4,0,link
190,191,2025-01-01,02:30:17,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,2,0,link
191,192,2025-01-01,02:31:33,Gucci Bags for Women | Designer Crossbody Bags,https://www.gucci.com/us/en/category/bags,3,0,typed
192,193,2025-01-01,02:34:34,Women's Sale | ASOS,https://www.asos.com/us/sale/women/cat/?cid=7032,3,0,link
193,194,2025-01-01,02:27:46,Prada Designer Clothing & Accessories - Farfetch,https://www.farfetch.com/shopping/women/designers/prada,2,0,link
194,195,2025-01-01,02:22:04,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,3,0,link
195,196,2025-01-01,02:21:34,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,3,0,link
196,197,2025-01-01,02:22:08,The Weather Channel - Weather.com,https://www.weather.com/,1,0,link
197,198,2025-01-01,02:22:48,The Weather Channel - Weather.com,https://www.weather.com/,3,0,typed
198,199,2025-01-01,02:18:27,New In | Women's Dresses | ZARA United States,https://www.zara.com/us/en/new-in-dresses,5,0,typed
199,200,2025-01-01,02:16:42,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,1,0,link
200,201,2025-01-01,02:14:42,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,3,0,form_submit
201,202,2025-01-01,02:07:02,How to Style Wide Leg Pants,https://www.google.com/search?q=how+to+style+wide+leg+pants,2,0,link
202,203,2025-01-01,02:09:27,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,3,0,reload
203,204,2025-01-01,02:05:20,Prada Designer Clothing & Accessories - Farfetch,https://www.farfetch.com/shopping/women/designers/prada,3,0,link
204,205,2025-01-01,02:09:53,Gucci Bags for Women | Designer Crossbody Bags,https://www.gucci.com/us/en/category/bags,2,0,link
205,206,2025-01-01,01:59:41,X (Twitter): Home,https://twitter.com/home,1,0,link
206,207,2025-01-01,02:03:43,The Weather Channel - Weather.com,https://www.weather.com/,4,0,link
207,208,2025-01-01,01:56:02,Wedding Guest Dresses | Lulus,https://www.lulus.com/clothing/wedding-guest-dresses,4,0,typed
208,209,2025-01-01,01:53:12,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,4,0,link
209,210,2025-01-01,01:55:07,The Best Watches for Men Right Now | GQ,https://www.gq.com/story/best-watches-for-men,1,0,link
210,211,2025-01-01,01:51:44,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,3,0,generated
211,212,2025-01-01,01:56:23,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,4,0,form_submit
212,213,2025-01-01,01:53:33,Fall 2025 Ready-to-Wear Fashion Week Trends - Vogue,https://www.vogue.com/fashion-shows/fall-2025/trends,3,0,link
213,214,2025-01-01,01:48:17,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,4,0,link
214,215,2025-01-01,01:45:33,Summer Clothing Haul 2024 - YouTube,https://www.youtube.com/watch?v=summer_haul_video,5,0,link
215,216,2025-01-01,01:40:25,Amazon.com: Online Shopping,https://www.amazon.com/,4,0,link
216,217,2025-01-01,01:38:11,The Best Watches for Men Right Now | GQ,https://www.gq.com/story/best-watches-for-men,3,0,typed
217,218,2025-01-01,01:43:48,Prada Designer Clothing & Accessories - Farfetch,https://www.farfetch.com/shopping/women/designers/prada,2,0,generated
218,219,2025-01-01,01:41:55,Amazon.com: Online Shopping,https://www.amazon.com/,3,0,generated
219,220,2025-01-01,01:37:13,Prada Designer Clothing & Accessories - Farfetch,https://www.farfetch.com/shopping/women/designers/prada,4,0,link
220,221,2025-01-01,01:32:59,Minimalist Men's Outfits on Pinterest,https://www.pinterest.com/style/outfits-men/,3,0,generated
221,222,2025-01-01,01:28:13,Prada Designer Clothing & Accessories - Farfetch,https://www.farfetch.com/shopping/women/designers/prada,1,0,link
222,223,2025-01-01,01:31:57,Amazon.com: Online Shopping,https://www.amazon.com/,2,0,link
223,224,2025-01-01,01:29:23,Gucci Bags for Women | Designer Crossbody Bags,https://www.gucci.com/us/en/category/bags,1,0,typed
224,225,2025-01-01,01:25:16,The Weather Channel - Weather.com,https://www.weather.com/,1,0,link
225,226,2025-01-01,01:21:26,The Weather Channel - Weather.com,https://www.weather.com/,4,0,link
226,227,2025-01-01,01:23:30,Designer Jewelry & Fine Jewellery | NET-A-PORTER,https://www.net-a-porter.com/en-us/shop/jewelry,3,0,link
