order,id,date,time,title,url,visitCount,typedCount,transition
80,81,2025-01-01,06:09:30,Main Dish Recipes - Epicurious,https://www.epicurious.com/recipes/main-dishes,4,0,typed
81,82,2025-01-01,06:08:45,Main Dish Recipes - Epicurious,https://www.epicurious.com/recipes/main-dishes,5,0,link
82,83,2025-01-01,06:07:24,Mastering Knife Skills: A Beginner's Guide,https://www.gourmetsleuth.com/articles/techniques/knife-skills,5,0,link
83,84,2025-01-01,06:08:18,Mastering Knife Skills: A Beginner's Guide,https://www.gourmetsleuth.com/articles/techniques/knife-skills,1,0,generated
84,85,2025-01-01,06:08:07,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,4,0,link
85,86,2025-01-01,06:06:02,CNN Breaking News and Video,https://www.cnn.com/,4,0,link
86,87,2025-01-01,05:58:55,Bon Appétit | Cacio e Pepe Recipe,https://www.bonappetit.com/recipe/cacio-e-pepe,3,0,link
87,88,2025-01-01,06:02:04,Main Dish Recipes - Epicurious,https://www.epicurious.com/recipes/main-dishes,5,0,link
88,89,2025-01-01,05:55:16,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,4,0,link
89,90,2025-01-01,05:54:46,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,4,0,link
90,91,2025-01-01,05:54:01,"Flour, Grains & Seeds | King Arthur Baking",https://www.kingarthurbaking.com/shop/ingredients/flour,4,0,reload
91,92,2025-01-01,05:54:44,KitchenAid Stand Mixer - Amazon.com,https://www.amazon.com/KitchenAid-Stand-Mixer/dp/B008C23,3,0,link
92,93,2025-01-01,05:51:21,The Weather Channel - Weather.com,https://www.weather.com/,4,0,link
93,94,2025-01-01,05:52:36,KitchenAid Stand Mixer - Amazon.com,https://www.amazon.com/KitchenAid-Stand-Mixer/dp/B008C23,5,0,generated
94,95,2025-01-01,05:48:10,Main Dish Recipes - Epicurious,https://www.epicurious.com/recipes/main-dishes,5,0,link
95,96,2025-01-01,05:48:12,Amazon.com: Online Shopping,https://www.amazon.com/,2,0,generated
96,97,2025-01-01,05:41:17,X (Twitter): Home,https://twitter.com/home,1,0,link
97,98,2025-01-01,05:40:26,Best Local Farmers Market Schedule,https://www.google.com/search?q=best+local+farmers+market,5,0,link
98,99,2025-01-01,05:36:31,"Flour, Grains & Seeds | King Arthur Baking",https://www.kingarthurbaking.com/shop/ingredients/flour,4,0,generated
99,100,2025-01-01,05:37:01,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,1,0,link
100,101,2025-01-01,05:30:25,X (Twitter): Home,https://twitter.com/home,2,0,typed
101,102,2025-01-01,05:33:43,Bon Appétit | Cacio e Pepe Recipe,https://www.bonappetit.com/recipe/cacio-e-pepe,3,0,link
102,103,2025-01-01,05:25:45,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,3,0,link
103,104,2025-01-01,05:26:15,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,1,0,link
104,105,2025-01-01,05:23:49,"Flour, Grains & Seeds | King Arthur Baking",https://www.kingarthurbaking.com/shop/ingredients/flour,3,0,link
105,106,2025-01-01,05:19:07,Best Local Farmers Market Schedule,https://www.google.com/search?q=best+local+farmers+market,4,0,link
106,107,2025-01-01,05:18:10,X (Twitter): Home,https://twitter.com/home,1,0,link
107,108,2025-01-01,05:24:37,Mastering Knife Skills: A Beginner's Guide,https://www.gourmetsleuth.com/articles/techniques/knife-skills,3,0,link
108,109,2025-01-01,05:17:23,MICHELIN Guide New York Restaurants,https://guide.michelin.com/us/en/restaurants,2,0,link
109,110,2025-01-01,05:20:47,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,3,0,typed
110,111,2025-01-01,05:12:41,Chopped TV Show - Food Network,https://www.foodnetwork.com/shows/chopped,4,0,link
111,112,2025-01-01,05:16:54,Best Local Farmers Market Schedule,https://www.google.com/search?q=best+local+farmers+market,2,0,link
112,113,2025-01-01,05:08:08,X (Twitter): Home,https://twitter.com/home,5,0,link
113,114,2025-01-01,05:12:36,Main Dish Recipes - Epicurious,https://www.epicurious.com/recipes/main-dishes,2,0,link
114,115,2025-01-01,05:01:35,Bon Appétit | Cacio e Pepe Recipe,https://www.bonappetit.com/recipe/cacio-e-pepe,2,0,link
115,116,2025-01-01,05:06:45,The Best Chocolate Chip Cookies Recipe - Allrecipes,https://www.allrecipes.com/recipe/best-chocolate-chip-cookies/,2,0,typed
116,117,2025-01-01,05:01:39,Amazon.com: Online Shopping,https://www.amazon.com/,3,0,link
117,118,2025-01-01,04:57:53,Main Dish Recipes - Epicurious,https://www.epicurious.com/recipes/main-dishes,3,0,link
118,119,2025-01-01,04:53:03,Bon Appétit | Cacio e Pepe Recipe,https://www.bonappetit.com/recipe/cacio-e-pepe,4,0,link
119,120,2025-01-01,04:56:19,CNN Breaking News and Video,https://www.cnn.com/,5,0,link
120,121,2025-01-01,04:52:27,The Best Chocolate Chip Cookies Recipe - Allrecipes,https://www.allrecipes.com/recipe/best-chocolate-chip-cookies/,4,0,link
121,122,2025-01-01,04:52:50,Amazon.com: Online Shopping,https://www.amazon.com/,1,0,link
122,123,2025-01-01,04:54:35,Bon Appétit | Cacio e Pepe Recipe,https://www.bonappetit.com/recipe/cacio-e-pepe,2,0,link
123,124,2025-01-01,04:46:38,Best Local Farmers Market Schedule,https://www.google.com/search?q=best+local+farmers+market,1,0,link
124,125,2025-01-01,04:42:22,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,3,0,link
125,126,2025-01-01,04:40:13,Amazon.com: Online Shopping,https://www.amazon.com/,2,0,generated
126,127,2025-01-01,04:38:37,X (Twitter): Home,https://twitter.com/home,2,0,reload
127,128,2025-01-01,04:40:35,The Weather Channel - Weather.com,https://www.weather.com/,3,0,link
128,129,2025-01-01,04:35:14,Main Dish Recipes - Epicurious,https://www.epicurious.com/recipes/main-dishes,5,0,generated
129,130,2025-01-01,04:36:30,Amazon.com: Online Shopping,https://www.amazon.com/,3,0,link
130,131,2025-01-01,04:29:15,Chopped TV Show - Food Network,https://www.foodnetwork.com/shows/chopped,5,0,typed
131,132,2025-01-01,04:36:29,CNN Breaking News and Video,https://www.cnn.com/,2,0,typed
132,133,2025-01-01,04:32:27,Best Thai Fusion Near Me - Yelp,https://www.yelp.com/search?find_desc=thai+fusion,3,0,link
133,134,2025-01-01,04:23:26,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,4,0,link
134,135,2025-01-01,04:22:18,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,3,0,link
135,136,2025-01-01,04:28:08,The Best Chocolate Chip Cookies Recipe - Allrecipes,https://www.allrecipes.com/recipe/best-chocolate-chip-cookies/,5,0,link
136,137,2025-01-01,04:19:19,CNN Breaking News and Video,https://www.cnn.com/,1,0,typed
137,138,2025-01-01,04:21:14,X (Twitter): Home,https://twitter.com/home,2,0,link
138,139,2025-01-01,04:22:32,Best Thai Fusion Near Me - Yelp,https://www.yelp.com/search?find_desc=thai+fusion,5,0,generated
139,140,2025-01-01,04:17:37,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,5,0,link
140,141,2025-01-01,04:12:57,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,1,0,link
141,142,2025-01-01,04:07:19,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,5,0,reload
142,143,2025-01-01,04:09:37,Best Thai Fusion Near Me - Yelp,https://www.yelp.com/search?find_desc=thai+fusion,2,0,typed
143,144,2025-01-01,04:05:26,Best Local Farmers Market Schedule,https://www.google.com/search?q=best+local+farmers+market,4,0,generated
144,145,2025-01-01,04:02:52,KitchenAid Stand Mixer - Amazon.com,https://www.amazon.com/KitchenAid-Stand-Mixer/dp/B008C23,1,0,link
145,146,2025-01-01,04:08:30,Best Thai Fusion Near Me - Yelp,https://www.yelp.com/search?find_desc=thai+fusion,1,0,link
146,147,2025-01-01,04:06:36,Bon Appétit | Cacio e Pepe Recipe,https://www.bonappetit.com/recipe/cacio-e-pepe,5,0,link
147,148,2025-01-01,04:00:33,Main Dish Recipes - Epicurious,https://www.epicurious.com/recipes/main-dishes,5,0,link
148,149,2025-01-01,03:58:25,Best Local Farmers Market Schedule,https://www.google.com/search?q=best+local+farmers+market,5,0,typed
149,150,2025-01-01,03:57:14,Mastering Knife Skills: A Beginner's Guide,https://www.gourmetsleuth.com/articles/techniques/knife-skills,3,0,link
150,151,2025-01-01,03:55:57,Best Thai Fusion Near Me - Yelp,https://www.yelp.com/search?find_desc=thai+fusion,2,0,reload
151,152,2025-01-01,03:54:35,The Best Chocolate Chip Cookies Recipe - Allrecipes,https://www.allrecipes.com/recipe/best-chocolate-chip-cookies/,5,0,link
152,153,2025-01-01,03:52:46,Best Local Farmers Market Schedule,https://www.google.com/search?q=best+local+farmers+market,3,0,link
153,154,2025-01-01,03:47:26,"Flour, Grains & Seeds | King Arthur Baking",https://www.kingarthurbaking.com/shop/ingredients/flour,1,0,link
154,155,2025-01-01,03:43:31,MICHELIN Guide New York Restaurants,https://guide.michelin.com/us/en/restaurants,3,0,typed
155,156,2025-01-01,03:47:45,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,3,0,link
156,157,2025-01-01,03:42:49,Amazon.com: Online Shopping,https://www.amazon.com/,4,0,link
157,158,2025-01-01,03:39:03,Best Local Farmers Market Schedule,https://www.google.com/search?q=best+local+farmers+market,2,0,link
158,159,2025-01-01,03:36:09,Mastering Knife Skills: A Beginner's Guide,https://www.gourmetsleuth.com/articles/techniques/knife-skills,3,0,link
159,160,2025-01-01,03:39:35,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,5,0,link
160,161,2025-01-01,03:34:15,The Weather Channel - Weather.com,https://www.weather.com/,3,0,link
161,162,2025-01-01,03:36:31,Bon Appétit | Cacio e Pepe Recipe,https://www.bonappetit.com/recipe/cacio-e-pepe,1,0,link
162,163,2025-01-01,03:26:00,MICHELIN Guide New York Restaurants,https://guide.michelin.com/us/en/restaurants,3,0,link
163,164,2025-01-01,03:30:49,MICHELIN Guide New York Restaurants,https://guide.michelin.com/us/en/restaurants,4,0,typed
164,165,2025-01-01,03:25:53,Best Thai Fusion Near Me - Yelp,https://www.yelp.com/search?find_desc=thai+fusion,2,0,typed
165,166,2025-01-01,03:28:54,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,3,0,link
166,167,2025-01-01,03:17:14,Amazon.com: Online Shopping,https://www.amazon.com/,1,0,form_submit
167,168,2025-01-01,03:16:12,Mastering Knife Skills: A Beginner's Guide,https://www.gourmetsleuth.com/articles/techniques/knife-skills,1,0,link
168,169,2025-01-01,03:19:18,Best Thai Fusion Near Me - Yelp,https://www.yelp.com/search?find_desc=thai+fusion,1,0,link
169,170,2025-01-01,03:20:49,CNN Breaking News and Video,https://www.cnn.com/,2,0,link
170,171,2025-01-01,03:10:28,"Flour, Grains & Seeds | King Arthur Baking",https://www.kingarthurbaking.com/shop/ingredients/flour,4,0,link
171,172,2025-01-01,03:07:25,CNN Breaking News and Video,https://www.cnn.com/,1,0,generated
172,173,2025-01-01,03:08:52,MICHELIN Guide New York Restaurants,https://guide.michelin.com/us/en/restaurants,2,0,link
173,174,2025-01-01,03:12:46,CNN Breaking News and Video,https://www.cnn.com/,2,0,link
174,175,2025-01-01,03:03:38,Chopped TV Show - Food Network,https://www.foodnetwork.com/shows/chopped,4,0,link
175,176,2025-01-01,03:00:48,The Weather Channel - Weather.com,https://www.weather.com/,3,0,typed
176,177,2025-01-01,03:04:35,X (Twitter): Home,https://twitter.com/home,4,0,link
177,178,2025-01-01,02:58:02,"Flour, Grains & Seeds | King Arthur Baking",https://www.kingarthurbaking.com/shop/ingredients/flour,2,0,link
178,179,2025-01-01,02:58:00,Amazon.com: Online Shopping,https://www.amazon.com/,4,0,link
179,180,2025-01-01,03:00:24,The Weather Channel - Weather.com,https://www.weather.com/,4,0,typed
180,181,2025-01-01,02:57:05,Chopped TV Show - Food Network,https://www.foodnetwork.com/shows/chopped,3,0,link
181,182,2025-01-01,02:52:32,KitchenAid Stand Mixer - Amazon.com,https://www.amazon.com/KitchenAid-Stand-Mixer/dp/B008C23,4,0,typed
182,183,2025-01-01,02:54:40,Mastering Knife Skills: A Beginner's Guide,https://www.gourmetsleuth.com/articles/techniques/knife-skills,1,0,typed
183,184,2025-01-01,02:43:07,Bon Appétit | Cacio e Pepe Recipe,https://www.bonappetit.com/recipe/cacio-e-pepe,1,0,link
184,185,2025-01-01,02:42:41,"Flour, Grains & Seeds | King Arthur Baking",https://www.kingarthurbaking.com/shop/ingredients/flour,4,0,link
185,186,2025-01-01,02:45:31,The Best Chocolate Chip Cookies Recipe - Allrecipes,https://www.allrecipes.com/recipe/best-chocolate-chip-cookies/,1,0,link
186,187,2025-01-01,02:43:45,KitchenAid Stand Mixer - Amazon.com,https://www.amazon.com/KitchenAid-Stand-Mixer/dp/B008C23,4,0,link
187,188,2025-01-01,02:35:33,MICHELIN Guide New York Restaurants,https://guide.michelin.com/us/en/restaurants,5,0,generated
188,189,2025-01-01,02:41:47,Bon Appétit | Cacio e Pepe Recipe,https://www.bonappetit.com/recipe/cacio-e-pepe,3,0,typed
189,190,2025-01-01,02:37:46,X (Twitter): Home,https://twitter.com/home,1,0,link
190,191,2025-01-01,02:29:08,Best Thai Fusion Near Me - Yelp,https://www.yelp.com/search?find_desc=thai+fusion,5,0,link
191,192,2025-01-01,02:28:52,"Flour, Grains & Seeds | King Arthur Baking",https://www.kingarthurbaking.com/shop/ingredients/flour,1,0,link
192,193,2025-01-01,02:25:45,KitchenAid Stand Mixer - Amazon.com,https://www.amazon.com/KitchenAid-Stand-Mixer/dp/B008C23,1,0,generated
193,194,2025-01-01,02:32:57,Amazon.com: Online Shopping,https://www.amazon.com/,4,0,generated
194,195,2025-01-01,02:30:34,Chopped TV Show - Food Network,https://www.foodnetwork.com/shows/chopped,2,0,generated
195,196,2025-01-01,02:20:22,CNN Breaking News and Video,https://www.cnn.com/,4,0,reload
196,197,2025-01-01,02:20:57,Chopped TV Show - Food Network,https://www.foodnetwork.com/shows/chopped,2,0,link
197,198,2025-01-01,02:16:09,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,5,0,generated
198,199,2025-01-01,02:16:46,Chopped TV Show - Food Network,https://www.foodnetwork.com/shows/chopped,2,0,typed
199,200,2025-01-01,02:13:46,"Flour, Grains & Seeds | King Arthur Baking",https://www.kingarthurbaking.com/shop/ingredients/flour,4,0,link
200,201,2025-01-01,02:13:27,KitchenAid Stand Mixer - Amazon.com,https://www.amazon.com/KitchenAid-Stand-Mixer/dp/B008C23,1,0,link
201,202,2025-01-01,02:08:49,"Flour, Grains & Seeds | King Arthur Baking",https://www.kingarthurbaking.com/shop/ingredients/flour,1,0,link
202,203,2025-01-01,02:09:24,Best Local Farmers Market Schedule,https://www.google.com/search?q=best+local+farmers+market,4,0,link
203,204,2025-01-01,02:12:58,Mastering Knife Skills: A Beginner's Guide,https://www.gourmetsleuth.com/articles/techniques/knife-skills,3,0,link
204,205,2025-01-01,02:10:30,The Weather Channel - Weather.com,https://www.weather.com/,2,0,typed
205,206,2025-01-01,02:05:31,Main Dish Recipes - Epicurious,https://www.epicurious.com/recipes/main-dishes,1,0,link
206,207,2025-01-01,02:06:04,Mastering Knife Skills: A Beginner's Guide,https://www.gourmetsleuth.com/articles/techniques/knife-skills,3,0,typed
207,208,2025-01-01,02:01:15,The Best Chocolate Chip Cookies Recipe - Allrecipes,https://www.allrecipes.com/recipe/best-chocolate-chip-cookies/,2,0,typed
208,209,2025-01-01,01:55:35,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,3,0,link
209,210,2025-01-01,01:55:19,Main Dish Recipes - Epicurious,https://www.epicurious.com/recipes/main-dishes,4,0,typed
210,211,2025-01-01,01:55:30,X (Twitter): Home,https://twitter.com/home,2,0,link
211,212,2025-01-01,01:55:38,Amazon.com: Online Shopping,https://www.amazon.com/,3,0,generated
212,213,2025-01-01,01:49:33,The Weather Channel - Weather.com,https://www.weather.com/,2,0,link
213,214,2025-01-01,01:48:58,Chopped TV Show - Food Network,https://www.foodnetwork.com/shows/chopped,1,0,form_submit
214,215,2025-01-01,01:41:59,CNN Breaking News and Video,https://www.cnn.com/,3,0,reload
215,216,2025-01-01,01:45:58,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,4,0,link
216,217,2025-01-01,01:41:17,Chopped TV Show - Food Network,https://www.foodnetwork.com/shows/chopped,3,0,link
217,218,2025-01-01,01:36:16,Bon Appétit | Cacio e Pepe Recipe,https://www.bonappetit.com/recipe/cacio-e-pepe,2,0,link
218,219,2025-01-01,01:36:23,The Weather Channel - Weather.com,https://www.weather.com/,1,0,reload
219,220,2025-01-01,01:36:16,Mastering Knife Skills: A Beginner's Guide,https://www.gourmetsleuth.com/articles/techniques/knife-skills,2,0,typed
220,221,2025-01-01,01:36:05,Chopped TV Show - Food Network,https://www.foodnetwork.com/shows/chopped,3,0,typed
221,222,2025-01-01,01:36:52,Gmail: Inbox,https://mail.google.com/mail/u/0/#inbox,5,0,typed
222,223,2025-01-01,01:34:29,Best Thai Fusion Near Me - Yelp,https://www.yelp.com/search?find_desc=thai+fusion,4,0,link
223,224,2025-01-01,01:24:27,CNN Breaking News and Video,https://www.cnn.com/,4,0,link
224,225,2025-01-01,01:28:40,The Food Lab's Guide to Sous Vide Steak - Serious Eats,https://www.seriouseats.com/how-to-sous-vide-steak,2,0,link
225,226,2025-01-01,01:20:25,Mastering Knife Skills: A Beginner's Guide,https://www.gourmetsleuth.com/articles/techniques/knife-skills,5,0,link
